Customer_ID,Customer_Name,Segment,City,State,Country,Region,Market
HM-148604,Harry Marie,Corporate,Los Angeles,California,United States,West,US
KD-162704,Karen Daniels,Consumer,Los Angeles,California,United States,West,US
MC-175754,Matt Collins,Consumer,Los Angeles,California,United States,West,US
MC-176354,Matthew Clasen,Corporate,Los Angeles,California,United States,West,US
DV-130454,Darrin Van Huff,Corporate,Los Angeles,California,United States,West,US
LB-167354,Larry Blacks,Consumer,Los Angeles,California,United States,West,US
PF-192254,Phillip Flathmann,Consumer,Los Angeles,California,United States,West,US
EM-140954,Eudokia Martin,Corporate,Los Angeles,California,United States,West,US
JP-161354,Julie Prescott,Home Office,Los Angeles,California,United States,West,US
CV-128054,Cynthia Voltz,Corporate,Los Angeles,California,United States,West,US
JK-153254,Jason Klamczynski,Corporate,Los Angeles,California,United States,West,US
SC-207254,Steven Cartwright,Consumer,Los Angeles,California,United States,West,US
MT-180704,Michelle Tran,Home Office,Los Angeles,California,United States,West,US
ZD-219254,Zuschuss Donatelli,Consumer,Los Angeles,California,United States,West,US
GA-145154,George Ashbrook,Consumer,Los Angeles,California,United States,West,US
JB-160004,Joy Bell-,Consumer,Los Angeles,California,United States,West,US
BM-115754,Brendan Murry,Corporate,Los Angeles,California,United States,West,US
GH-144104,Gary Hansen,Home Office,Los Angeles,California,United States,West,US
BF-111704,Ben Ferrer,Home Office,Los Angeles,California,United States,West,US
BT-113954,Bill Tyler,Corporate,Los Angeles,California,United States,West,US
LS-169454,Linda Southworth,Corporate,Los Angeles,California,United States,West,US
HG-150254,Hunter Glantz,Consumer,Los Angeles,California,United States,West,US
SB-201854,Sarah Brown,Consumer,Los Angeles,California,United States,West,US
CC-121454,Charles Crestani,Consumer,Los Angeles,California,United States,West,US
AM-107054,Anne McFarland,Consumer,Los Angeles,California,United States,West,US
YS-218804,Yana Sorensen,Corporate,Los Angeles,California,United States,West,US
AG-109004,Arthur Gainer,Consumer,Los Angeles,California,United States,West,US
AH-106904,Anna Häberlin,Corporate,Los Angeles,California,United States,West,US
JH-159104,Jonathan Howell,Consumer,Los Angeles,California,United States,West,US
SB-201704,Sarah Bern,Consumer,Los Angeles,California,United States,West,US
KD-166154,Ken Dana,Corporate,Los Angeles,California,United States,West,US
KN-163904,Katherine Nockton,Corporate,Los Angeles,California,United States,West,US
RA-192854,Ralph Arnett,Consumer,Los Angeles,California,United States,West,US
KD-164954,Keith Dawkins,Corporate,Los Angeles,California,United States,West,US
PV-189854,Paul Van Hugh,Home Office,Los Angeles,California,United States,West,US
KE-164204,Katrina Edelman,Corporate,Los Angeles,California,United States,West,US
MA-179954,Michelle Arnett,Home Office,Los Angeles,California,United States,West,US
JC-161054,Julie Creighton,Corporate,Los Angeles,California,United States,West,US
AB-106004,Ann Blume,Corporate,Los Angeles,California,United States,West,US
TT-212654,Tim Taslimi,Corporate,Los Angeles,California,United States,West,US
CB-120254,Cassandra Brandow,Consumer,Los Angeles,California,United States,West,US
SC-204404,Shaun Chance,Corporate,Los Angeles,California,United States,West,US
RP-198554,Roy Phan,Corporate,Los Angeles,California,United States,West,US
RM-196754,Robert Marley,Home Office,Los Angeles,California,United States,West,US
KT-164654,Kean Takahito,Consumer,Los Angeles,California,United States,West,US
JB-154004,Jennifer Braxton,Corporate,Los Angeles,California,United States,West,US
TZ-215804,Tracy Zic,Consumer,Los Angeles,California,United States,West,US
BF-110054,Barry Franz,Home Office,Los Angeles,California,United States,West,US
AS-102404,Alan Shonely,Consumer,Los Angeles,California,United States,West,US
RA-198854,Ruben Ausman,Corporate,Los Angeles,California,United States,West,US
KM-166604,Khloe Miller,Consumer,Los Angeles,California,United States,West,US
CA-120554,Cathy Armstrong,Home Office,Los Angeles,California,United States,West,US
EH-137654,Edward Hooks,Corporate,Los Angeles,California,United States,West,US
JD-158954,Jonathan Doherty,Corporate,Los Angeles,California,United States,West,US
MC-176054,Matt Connell,Corporate,Los Angeles,California,United States,West,US
GM-144404,Gary McGarr,Consumer,Los Angeles,California,United States,West,US
GZ-145454,George Zrebassa,Corporate,Los Angeles,California,United States,West,US
AT-107354,Annie Thurman,Consumer,Los Angeles,California,United States,West,US
KB-162404,Karen Bern,Corporate,Los Angeles,California,United States,West,US
CS-125054,Cindy Stewart,Consumer,Los Angeles,California,United States,West,US
MC-181004,Mick Crebagga,Consumer,Los Angeles,California,United States,West,US
BD-116054,Brian Dahlen,Consumer,San Francisco,California,United States,West,US
CA-122654,Christina Anderson,Consumer,San Francisco,California,United States,West,US
DK-128354,Damala Kotsonis,Corporate,San Francisco,California,United States,West,US
AA-103154,Alex Avila,Consumer,San Francisco,California,United States,West,US
PK-189104,Paul Knutson,Home Office,San Francisco,California,United States,West,US
CM-124454,Chuck Magee,Consumer,San Francisco,California,United States,West,US
DS-130304,Darrin Sayre,Home Office,San Francisco,California,United States,West,US
ME-180104,Michelle Ellison,Corporate,San Francisco,California,United States,West,US
NP-183254,Naresj Patel,Consumer,San Francisco,California,United States,West,US
NC-185354,Nick Crebassa,Corporate,San Francisco,California,United States,West,US
KL-166454,Ken Lonsdale,Consumer,San Francisco,California,United States,West,US
SS-205904,Sonia Sunley,Consumer,San Francisco,California,United States,West,US
VP-217604,Victoria Pisteka,Corporate,San Francisco,California,United States,West,US
DP-133904,Dennis Pardue,Home Office,San Francisco,California,United States,West,US
JK-156404,Jim Kriz,Home Office,San Francisco,California,United States,West,US
ES-140204,Erica Smith,Consumer,San Francisco,California,United States,West,US
HF-149954,Herbert Flentye,Consumer,San Francisco,California,United States,West,US
JD-160604,Julia Dunbar,Consumer,San Francisco,California,United States,West,US
SJ-205004,Shirley Jackson,Consumer,San Francisco,California,United States,West,US
DN-136904,Duane Noonan,Consumer,San Francisco,California,United States,West,US
RP-192704,Rachel Payne,Corporate,San Francisco,California,United States,West,US
SH-203954,Shahid Hopkins,Consumer,San Francisco,California,United States,West,US
JP-155204,Jeremy Pistek,Consumer,San Francisco,California,United States,West,US
SC-202604,Scott Cohen,Corporate,San Francisco,California,United States,West,US
TS-212054,Thomas Seio,Corporate,San Francisco,California,United States,West,US
DH-136754,Duane Huffman,Home Office,San Francisco,California,United States,West,US
SG-204704,Sheri Gordon,Consumer,San Francisco,California,United States,West,US
AH-102104,Alan Hwang,Consumer,San Francisco,California,United States,West,US
AJ-107954,Anthony Johnson,Corporate,San Francisco,California,United States,West,US
JL-151754,James Lanier,Home Office,San Francisco,California,United States,West,US
KB-165854,Ken Black,Corporate,San Francisco,California,United States,West,US
PO-188504,Patrick O'Brill,Consumer,San Francisco,California,United States,West,US
LC-168704,Lena Cacioppo,Consumer,San Francisco,California,United States,West,US
HA-149204,Helen Andreada,Consumer,San Francisco,California,United States,West,US
DS-131804,David Smith,Corporate,San Francisco,California,United States,West,US
DB-131204,David Bremer,Corporate,San Francisco,California,United States,West,US
RH-195104,Rick Huthwaite,Home Office,San Francisco,California,United States,West,US
NB-186554,Nona Balk,Corporate,San Francisco,California,United States,West,US
AJ-109454,Ashley Jarboe,Consumer,San Francisco,California,United States,West,US
AF-108704,Art Ferguson,Consumer,San Francisco,California,United States,West,US
MT-178154,Meg Tillman,Consumer,San Francisco,California,United States,West,US
TS-211604,Theresa Swint,Corporate,San Francisco,California,United States,West,US
DK-132254,Dean Katz,Corporate,San Francisco,California,United States,West,US
BT-116804,Brian Thompson,Consumer,San Francisco,California,United States,West,US
EB-139304,Eric Barreto,Consumer,San Francisco,California,United States,West,US
RD-199004,Ruben Dartt,Consumer,San Francisco,California,United States,West,US
AA-106454,Anna Andreadi,Consumer,San Francisco,California,United States,West,US
RB-193604,Raymond Buch,Consumer,San Francisco,California,United States,West,US
DL-134954,Dionis Lloyd,Corporate,San Francisco,California,United States,West,US
BC-111254,Becky Castell,Home Office,San Francisco,California,United States,West,US
RW-196304,Rob Williams,Corporate,San Francisco,California,United States,West,US
PK-190754,Pete Kriz,Consumer,San Francisco,California,United States,West,US
SZ-200354,Sam Zeldin,Home Office,San Francisco,California,United States,West,US
CC-124304,Chuck Clark,Home Office,San Francisco,California,United States,West,US
GM-146954,Greg Maxwell,Corporate,San Francisco,California,United States,West,US
JW-160754,Julia West,Consumer,San Francisco,California,United States,West,US
PC-187454,Pamela Coakley,Corporate,San Francisco,California,United States,West,US
RO-197804,Rose O'Brian,Consumer,San Francisco,California,United States,West,US
RR-193154,Ralph Ritter,Consumer,San Francisco,California,United States,West,US
HJ-148754,Heather Jas,Home Office,San Francisco,California,United States,West,US
MK-181604,Mike Kennedy,Consumer,San Francisco,California,United States,West,US
DB-136154,Doug Bickford,Consumer,San Francisco,California,United States,West,US
SP-206204,Stefania Perrino,Corporate,San Francisco,California,United States,West,US
CM-123854,Christopher Martinez,Consumer,San Francisco,California,United States,West,US
TM-210104,Tamara Manning,Consumer,San Francisco,California,United States,West,US
CJ-120104,Caroline Jumper,Consumer,San Francisco,California,United States,West,US
VG-217904,Vivek Gonzalez,Consumer,San Francisco,California,United States,West,US
MM-179204,Michael Moore,Consumer,San Francisco,California,United States,West,US
EH-141254,Eugene Hildebrand,Home Office,San Francisco,California,United States,West,US
SH-199754,Sally Hughsby,Corporate,San Francisco,California,United States,West,US
BS-113804,Bill Stewart,Corporate,San Francisco,California,United States,West,US
JO-155504,Jesus Ocampo,Home Office,San Francisco,California,United States,West,US
DJ-135104,Don Jones,Corporate,San Francisco,California,United States,West,US
DK-129854,Darren Koutras,Consumer,San Francisco,California,United States,West,US
MM-180554,Michelle Moray,Consumer,San Francisco,California,United States,West,US
CS-121754,Charles Sheldon,Corporate,San Francisco,California,United States,West,US
MH-176204,Matt Hagelstein,Corporate,San Francisco,California,United States,West,US
EC-140504,Erin Creighton,Consumer,San Francisco,California,United States,West,US
EM-139604,Eric Murdock,Consumer,San Francisco,California,United States,West,US
BD-117254,Bruce Degenhardt,Consumer,San Francisco,California,United States,West,US
JK-153704,Jay Kimmel,Consumer,San Francisco,California,United States,West,US
NP-187004,Nora Preis,Consumer,San Francisco,California,United States,West,US
LR-170354,Lisa Ryan,Corporate,San Francisco,California,United States,West,US
MS-177704,Maxwell Schwartz,Consumer,San Francisco,California,United States,West,US
AG-103004,Aleksandra Gannaway,Corporate,San Francisco,California,United States,West,US
RD-194804,Rick Duston,Consumer,San Francisco,California,United States,West,US
CY-127454,Craig Yedwab,Corporate,San Francisco,California,United States,West,US
BS-117554,Bruce Stewart,Consumer,San Francisco,California,United States,West,US
NK-184904,Neil Knudson,Home Office,San Francisco,California,United States,West,US
FG-142604,Frank Gastineau,Home Office,San Francisco,California,United States,West,US
HH-150104,Hilary Holden,Corporate,San Francisco,California,United States,West,US
JK-152054,Jamie Kunitz,Consumer,San Francisco,California,United States,West,US
FM-142904,Frank Merwin,Home Office,San Francisco,California,United States,West,US
PJ-188354,Patrick Jones,Corporate,San Francisco,California,United States,West,US
PG-188204,Patrick Gardner,Consumer,San Francisco,California,United States,West,US
BD-115004,Bradley Drucker,Consumer,San Francisco,California,United States,West,US
VW-217754,Victoria Wilson,Corporate,San Francisco,California,United States,West,US
KH-165104,Keith Herrera,Consumer,San Francisco,California,United States,West,US
AS-102254,Alan Schoenberger,Corporate,San Francisco,California,United States,West,US
DM-133454,Denise Monton,Corporate,San Francisco,California,United States,West,US
GZ-144704,Gary Zandusky,Consumer,San Francisco,California,United States,West,US
KH-166904,Kristen Hastings,Corporate,San Francisco,California,United States,West,US
NM-184454,Nathan Mautz,Home Office,San Francisco,California,United States,West,US
RD-197204,Roger Demir,Consumer,San Francisco,California,United States,West,US
GR-145604,Georgia Rosenberg,Corporate,San Francisco,California,United States,West,US
SC-206804,Steve Carroll,Home Office,San Francisco,California,United States,West,US
LS-169754,Lindsay Shagiari,Home Office,San Francisco,California,United States,West,US
EH-140054,Erica Hernandez,Home Office,San Francisco,California,United States,West,US
CK-127604,Cyma Kinney,Corporate,San Francisco,California,United States,West,US
NZ-185654,Nick Zandusky,Home Office,San Francisco,California,United States,West,US
DJ-134204,Denny Joy,Corporate,San Francisco,California,United States,West,US
GT-147104,Greg Tran,Consumer,San Francisco,California,United States,West,US
KC-162554,Karen Carlisle,Corporate,San Francisco,California,United States,West,US
DW-135854,Dorothy Wardle,Corporate,San Francisco,California,United States,West,US
AS-102854,Alejandro Savely,Corporate,San Francisco,California,United States,West,US
AH-101204,Adrian Hane,Home Office,San Francisco,California,United States,West,US
AD-101804,Alan Dominguez,Home Office,San Francisco,California,United States,West,US
LW-169904,Lindsay Williams,Corporate,San Francisco,California,United States,West,US
TS-216104,Troy Staebel,Consumer,San Francisco,California,United States,West,US
MP-181754,Mike Pelletier,Home Office,San Francisco,California,United States,West,US
PR-188804,Patrick Ryan,Consumer,San Francisco,California,United States,West,US
EJ-137204,Ed Jacobs,Consumer,San Diego,California,United States,West,US
DB-132704,Deborah Brumfield,Home Office,San Diego,California,United States,West,US
MH-177854,Maya Herman,Corporate,San Diego,California,United States,West,US
TH-211004,Thea Hendricks,Consumer,San Diego,California,United States,West,US
AS-100904,Adam Shillingsburg,Consumer,San Diego,California,United States,West,US
BW-111104,Bart Watters,Corporate,San Diego,California,United States,West,US
BG-117404,Bruce Geld,Consumer,San Diego,California,United States,West,US
PF-191654,Philip Fox,Consumer,San Diego,California,United States,West,US
SB-202904,Sean Braxton,Corporate,San Diego,California,United States,West,US
BS-118004,Bryan Spruell,Home Office,San Diego,California,United States,West,US
JF-153554,Jay Fein,Consumer,San Diego,California,United States,West,US
MZ-173354,Maria Zettner,Home Office,San Diego,California,United States,West,US
JG-158054,John Grady,Corporate,San Diego,California,United States,West,US
BS-116654,Brian Stugart,Consumer,San Diego,California,United States,West,US
DK-133754,Dennis Kane,Consumer,San Diego,California,United States,West,US
MG-178904,Michael Granlund,Home Office,San Diego,California,United States,West,US
JK-161204,Julie Kriz,Home Office,San Diego,California,United States,West,US
IG-150854,Ivan Gibson,Consumer,San Diego,California,United States,West,US
MJ-177404,Max Jones,Consumer,San Diego,California,United States,West,US
KC-165404,Kelly Collister,Consumer,San Diego,California,United States,West,US
JW-152204,Jane Waco,Corporate,San Diego,California,United States,West,US
IM-150704,Irene Maddox,Consumer,San Diego,California,United States,West,US
KA-165254,Kelly Andreada,Consumer,San Diego,California,United States,West,US
SW-204554,Shaun Weien,Consumer,San Diego,California,United States,West,US
AJ-109604,Astrea Jones,Consumer,San Diego,California,United States,West,US
SW-202754,Scott Williamson,Consumer,San Diego,California,United States,West,US
TC-212954,Toby Carlisle,Consumer,San Diego,California,United States,West,US
BT-113054,Beth Thompson,Home Office,San Gabriel,California,United States,West,US
GM-146804,Greg Matthias,Consumer,San Jose,California,United States,West,US
LT-167654,Larry Tron,Consumer,Escondido,California,United States,West,US
NR-185504,Nick Radford,Consumer,Chula Vista,California,United States,West,US
FA-142304,Frank Atkinson,Corporate,Long Beach,California,United States,West,US
SE-201104,Sanjit Engle,Consumer,San Jose,California,United States,West,US
DF-131354,David Flashing,Consumer,Vallejo,California,United States,West,US
TN-210404,Tanja Norvell,Home Office,Manteca,California,United States,West,US
LW-168254,Laurel Workman,Corporate,Brentwood,California,United States,West,US
LS-172004,Luke Schmidt,Corporate,Fresno,California,United States,West,US
MD-173504,Maribeth Dona,Consumer,Anaheim,California,United States,West,US
BK-112604,Berenike Kampe,Consumer,San Bernardino,California,United States,West,US
NC-184154,Nathan Cano,Consumer,Santa Maria,California,United States,West,US
SP-206504,Stephanie Phelps,Corporate,San Jose,California,United States,West,US
CS-123554,Christine Sundaresam,Consumer,Long Beach,California,United States,West,US
ON-187154,Odella Nelson,Corporate,Yucaipa,California,United States,West,US
RE-194504,Richard Eichhorn,Consumer,Oakland,California,United States,West,US
RA-199454,Ryan Akin,Consumer,Murrieta,California,United States,West,US
NM-185204,Neoma Murray,Consumer,Moreno Valley,California,United States,West,US
TG-216404,Trudy Glocke,Consumer,Long Beach,California,United States,West,US
MY-173804,Maribeth Yedwab,Corporate,Rancho Cucamonga,California,United States,West,US
SG-200804,Sandra Glassco,Consumer,Redlands,California,United States,West,US
MZ-175154,Mary Zewe,Corporate,Redlands,California,United States,West,US
EK-137954,Eileen Kiefer,Home Office,Santa Ana,California,United States,West,US
HA-149054,Helen Abelman,Consumer,San Jose,California,United States,West,US
DW-134804,Dianna Wilson,Home Office,Oakland,California,United States,West,US
VM-218354,Vivian Mathis,Consumer,Mission Viejo,California,United States,West,US
SV-207854,Stewart Visinsky,Consumer,Santa Ana,California,United States,West,US
CK-122054,Chloris Kastensmidt,Consumer,Santa Clara,California,United States,West,US
RC-198254,Roy Collins,Consumer,Pasadena,California,United States,West,US
RF-197354,Roland Fjeld,Consumer,San Jose,California,United States,West,US
LB-167954,Laurel Beltran,Home Office,Huntington Beach,California,United States,West,US
JH-159854,Joseph Holt,Consumer,Redondo Beach,California,United States,West,US
LP-170954,Liz Preis,Consumer,Visalia,California,United States,West,US
EB-141104,Eugene Barchas,Consumer,San Jose,California,United States,West,US
DL-128654,Dan Lawera,Consumer,Long Beach,California,United States,West,US
DB-129104,Daniel Byrd,Home Office,Lake Forest,California,United States,West,US
LC-168854,Lena Creighton,Consumer,Roseville,California,United States,West,US
RF-198404,Roy Französisch,Consumer,Pasadena,California,United States,West,US
